ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),Attribut1_Original
A298,"Indicator Red Slow Blow Movement 4A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 4A, 40A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,4A,Glass,5 X 20mm,,,Low,250V,,1.6(Typ)W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,4.7mm,20mm,40A,4A,250V,,,Slow Blow
A299,"Indicator Red Slow Blow Movement 5A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 5A, 250VAC, 50A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 50 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,5A,Glass,5x20mm,,111J,Low,250V,,1.6(Typ)W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,50A,5A,250V,250V,,Slow Blow
A300,,Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,,,,,5A,Glass,5 X 20mm,,,,250V,,1.6(Typ)W,Holder,,2.0,,,,,4.7mm,20mm,,,,,,Slow Blow
A301,"Indicator Red Slow Blow Movement 8A 250V Holder Plastic 5 X 20mm Glass Bulk CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 8A, 250VAC, 80A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 80 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,8A,Glass,5x20mm,,341.5J,Low,250V,,4(Typ)W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,80A,8A,250V,250V,,Slow Blow
A302,"Indicator Red Slow Blow Movement 8A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 8A, 80A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,8A,Glass,5 X 20mm,e3,,Low,250V,,4(Typ)W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,4.7mm,20mm,80A,8A,250V,,,Slow Blow
A303,"Indicator Red Slow Blow Movement 10A 250V Holder Plastic 5 X 20mm Glass Bulk CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 10A, 250VAC, 100A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 100 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,10A,Glass,5x20mm,,568J,Low,250V,,4(Typ)W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,100A,10A,250V,250V,,Slow Blow
A304,"Indicator Red Slow Blow Movement 10A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 10A, 100A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,10A,Glass,5 X 20mm,e3,,Low,250V,,4(Typ)W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,4.7mm,20mm,100A,10A,250V,,,Slow Blow
A305,,Slow Blow,NA,Motor Circuit,,,,,15A,Glass,5 X 20mm,,,,250V,,1.6W,Holder,,2.0,,,,,4.7mm,20mm,,,,,,Slow Blow
A306,"Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,1.6A,Glass,5x20mm,,23.35J,Low,250V,,1.6(Typ)W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,35A,1.6A,250V,250V,,Slow Blow
A307,"Indicator Red Slow Blow Movement 1.6A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1.6A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,1.6A,Glass,5 X 20mm,e3,,Low,250V,,1.6W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,4.7mm,20mm,35A,1.6A,250V,,,Slow Blow
A308,"Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 35A (IR), Inline/holder",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,2.5A,Glass,5 X 20mm,,23.25J,Low,250V,,1.6(Typ)W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,35A,2.5A,,250V,,Slow Blow
A309,"Indicator Red Slow Blow Movement 2.5A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,2.5A,Glass,5 X 20mm,e3,,Low,250V,,1.6(Typ)W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,4.7mm,20mm,35A,2.5A,250V,,,Slow Blow
A310,,Slow Blow,NA,Motor Circuit,,,,,0.032A,Glass,5 X 20mm,,,,250V,,,Holder,,2.0,,,,,4.7mm,20mm,,,,,,Slow Blow
A311,,Slow Blow,NA,Motor Circuit,,,,,0.04A,Glass,5 X 20mm,,,,250V,,1.6W,Holder,,2.0,,,,,4.7mm,20mm,,,,,,Slow Blow
A312,"Indicator Red Slow Blow Movement 0.05A 250V Holder Axial Melf 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.05A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Motor Circuit,TIME LAG,,20mm,5.2mm,0.05A,Glass,5x20mm,e3,,Low,250V,,1.6W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,35A,0.05A,250V,,,Slow Blow
A313,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 63A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 63 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,6.3A,Glass,5x20mm,,198.5J,Low,250V,,1.6(Typ)W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,63A,6.3A,250V,250V,,Slow Blow
A314,"Indicator Red Slow Blow Movement 6.3A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 6.3A, 63A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.063A,Glass,5 X 20mm,e3,,Low,250V,,1.6(Typ)W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,4.7mm,20mm,63A,6.3A,250V,,,Slow Blow
A315,,Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,,,,,0.08A,Glass,5 X 20mm,,,,250V,,,Holder,,2.0,,,,,4.7mm,20mm,,,,,,Slow Blow
A316,"Indicator Red Slow Blow Movement 0.1A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.1A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.1A,Glass,5 X 20mm,e3,,Low,250V,,1.6(Typ)W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,35A,0.1A,250V,,,Slow Blow
A317,"Indicator Red Slow Blow Movement 0.125A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.125A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.125A,Glass,5 X 20mm,,0.1465J,Low,250V,,1.6(Typ)W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,35A,0.125A,250V,250V,,Slow Blow
A318,"Indicator Red Slow Blow Movement 0.125A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.125A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.125A,Glass,5x20mm,,0.1465J,Low,250V,,1.6(Typ)W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,35A,0.125A,250V,250V,,Slow Blow
A319,"Indicator Red Slow Blow Movement 0.125A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.125A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.125A,Glass,5 X 20mm,e3,,Low,250V,,1.6W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,4.7mm,20mm,35A,1.25A,250V,,,Slow Blow
A320,"Indicator Red Slow Blow Movement 0.2A 250V Holder Axial Melf 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.2A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.2A,Glass,5x20mm,e3,,Low,250V,,1.6W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,35A,0.2A,250V,,,Slow Blow
A321,"Indicator Red Slow Blow Movement 0.25A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.25A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.25A,Glass,5 X 20mm,,0.5405J,Low,250V,,1.6(Typ)W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,35A,0.25A,250V,250V,,Slow Blow
A322,"Indicator Red Slow Blow Movement 0.25A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.25A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.25A,Glass,5 X 20mm,e3,,Low,250V,,1.6(Typ)W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,4.7mm,20mm,35A,0.25A,250V,,,Slow Blow
A323,,Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,,,,,0.25A,Glass,5 X 20mm,,,,250V,,1.6(Typ)W,Holder,,2.0,,,,,5.2mm,20mm,,,,,,Slow Blow
A324,"Indicator Red Slow Blow Movement 3.15A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 3.15A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,3.15A,Glass,5x20mm,,38.15J,Low,250V,,1.6(Typ)W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,35A,3.15A,250V,250V,,Slow Blow
A325,"Indicator Red Slow Blow Movement 3.15A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.315A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.315A,Glass,5 X 20mm,e3,,Low,250V,,1.6(Typ)W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,4.7mm,20mm,35A,3.15A,250V,,,Slow Blow
A326,"Indicator Red Slow Blow Movement 0.4A 250V Axial 5 X 20mm Glass Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.4A, 250VAC, 35A (IR), Supplemental, Through Hole, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,22.5mm,5.8mm,0.4A,Glass,5x20mm,e3,1.325J,Low,250V,,1.6(Typ)W,Through Hole,THROUGH HOLE,2.0,125Cel,-55Cel,5.8mm  x  22.5mm,,5.8(Max)mm,22.5(Max)mm,35A,0.4A,250V,250V,,Slow Blow
A327,"Indicator Red Slow Blow Movement 0.4A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.4A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.4A,Glass,5x20mm,,1.325J,Low,250V,,1.6(Typ)W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,35A,0.4A,250V,250V,,Slow Blow
A328,"Indicator Red Slow Blow Movement 0.4A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.4A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.4A,Glass,5 X 20mm,e3,,Low,250V,,,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,4.7mm,20mm,35A,0.4A,250V,,,Slow Blow
A329,"Indicator Red Slow Blow Movement 0.5A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.5A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.5A,Glass,5 X 20mm,,,Low,250V,,1.6(Typ)W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,4.7mm,20mm,35A,0.5A,250V,,,Slow Blow
A330,"Indicator Red Slow Blow Movement 0.63A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.63A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.63A,Glass,5 X 20mm,e3,,Low,250V,,1.6(Typ)W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,4.7mm,20mm,35A,0.63A,250V,,,Slow Blow
A331,"Indicator Red Slow Blow Movement 0.8A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.8A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.8A,Glass,5 X 20mm,,3.37J,Low,250V,,1.6(Typ)W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,35A,0.8A,250V,250V,,Slow Blow
A332,"Indicator Red Slow Blow Movement 0.8A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.8A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,0.8A,Glass,5 X 20mm,,,Low,250V,,1.6W,Holder,,2.0,125Cel,-55Cel,5.2mm  x  20mm,,4.7mm,20mm,35A,0.8A,250V,,,Slow Blow
A333,,,NA,,TIME LAG,,20mm,5.2mm,,,,,3.33J,Low,,,,,INLINE/HOLDER,,,,5.2mm  x  20mm,,,,150A,1A,,250V,,
A334,,Slow Blow,NA,Motor Circuit,,,,,1A,,5 X 20mm,,,,250V,,,Holder,,2.0,,,,,5.2mm,20mm,,,,,,Slow Blow
A335,,,NA,,TIME LAG,,20mm,5.2mm,,,,,70.95J,Low,,,,,INLINE/HOLDER,,,,5.2mm  x  20mm,,,,150A,4A,,250V,,
A336,,Slow Blow,NA,,,,,,,,5 X 20mm,,,,,,,,,,,,,,,,,,,,,Slow Blow
A337,"Indicator Red Slow Blow Movement 4A 250V Holder Plastic 5 X 20mm Bulk CCC/CSA/PSE/SEMKO/UL Electric Indicator, Time Lag Blow, 4A, 250VAC, 150A (IR), Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 150 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,4A,,5 X 20mm,,330J,Low,250V,,1.6W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,150A,4A,250V,250V,,Slow Blow
A338,,Slow Blow,NA,Motor Circuit,,,,,4A,,5 X 20mm,,,,250V,,,Holder,,2.0,,,,,5.2mm,20mm,,,,,,Slow Blow
A339,,,NA,,TIME LAG,,20mm,5.2mm,,,,,114J,Low,,,,,INLINE/HOLDER,,,,5.2mm  x  20mm,,,,150A,5A,,250V,,
A340,,Slow Blow,NA,,,,,,,,5 X 20mm,,,,,,,,,,,,,,,,,,,,,Slow Blow
A341,"Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 150A (IR), Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 150 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,,20mm,5.2mm,2.5A,Glass,5 X 20mm,,138J,Low,250V,,1.6(Typ)W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,,5.2mm,20mm,150A,2.5A,250V,250V,,Slow Blow
A342,,,NA,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,
A343,,Slow Blow,NA,Motor Circuit,,,,,0.63A,,5 X 20mm,,,,250V,,,Holder,,2.0,,,,,5.2mm,20mm,,,,,,Slow Blow
A344,,Fast,NA,Motor Circuit,,,,,4A,Glass,6.3 X 32mm,,,,250V,,,Holder,,2.0,,,,,4.5mm,14.48mm,,,,,,Fast
A345,,,NA,,FAST,,14.48mm,4.5mm,,,2AG,,9.4J,Low,,,,,INLINE/HOLDER,,125Cel,-55Cel,4.5mm  x  14.48mm,,,,500A,4A,125V,125V,125V,
A346,,Fast,NA,Motor Circuit,,,,,5A,Glass,6.3 X 32mm,,,,125V,,,Holder,,2.0,,,,,4.5mm,14.48mm,,,,,,Fast
A347,,,NA,,FAST,,14.48mm,4.5mm,,,2AG,e3,17J,Low,,,,,INLINE/HOLDER,,125Cel,-55Cel,4.5mm  x  14.48mm,,,,500A,5A,250V,125V,125V,
A348,,Fast,NA,Motor Circuit,,,,,6A,Glass,6.3 X 32mm,,,,250V,,,Holder,,2.0,,,,,4.5mm,14.48mm,,,,,,Fast
A349,,,NA,,FAST,,14.48mm,4.5mm,,,2AG,e3,22.1J,Low,,,,,INLINE/HOLDER,,125Cel,-55Cel,4.5mm  x  14.48mm,,,,500A,6A,125V,125V,125V,
A350,,Fast,NA,Motor Circuit,,,,,7A,Glass,6.3 X 32mm,,,,250V,,,Holder,,2.0,,,,,4.5mm,14.48mm,,,,,,Fast
A351,,,NA,,FAST,,14.48mm,4.5mm,,,2AG,e3,40J,Low,,,,,INLINE/HOLDER,,125Cel,-55Cel,4.5mm  x  14.48mm,,,,500A,7A,125V,125V,125V,
A352,,Fast,NA,Motor Circuit,,,,,8A,Glass,6.3 X 32mm,,,,250V,,,Holder,,2.0,,,,,4.5mm,14.48mm,,,,,,Fast
A353,,,NA,,FAST,,14.48mm,4.5mm,,,2AG,e3,56J,Low,,,,,INLINE/HOLDER,,125Cel,-55Cel,4.5mm  x  14.48mm,,,,500A,8A,125V,125V,125V,
A354,,Fast,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,,,,,10A,Glass,5 X 15mm,,,,125V,125V,,Holder,,2.0,,,,,4.5mm,14.48mm,,,,,,Fast
A355,,,NA,,FAST,,14.48mm,4.5mm,,,2AG,,116J,Low,,,,,INLINE/HOLDER,,125Cel,-55Cel,4.5mm  x  14.48mm,,,,500A,10A,125V,125V,125V,
A356,,Slow Blow,NA,Telecom Industry,,,,,2.5A,Glass,5 X 15mm,,,,250V,,,,,,,,,,,,,,,,,Slow Blow
A357,,Medium Time Delay,NA,Motor Circuit,,,,,1A,Glass,5 X 20mm,,,,250V,,,,,,,,,,,,,,,,,Medium Time Delay
A358,,Medium Time Delay,NA,Motor Circuit,,,,,2A,Glass,5 X 20mm,,,,250V,,,,,,,,,,,,,,,,,Medium Time Delay
A359,,Medium Time Delay,NA,Motor Circuit,,,,,3A,Glass,5 X 20mm,,,,250V,,,,,,,,,,,,,,,,,Medium Time Delay
A360,,Medium Time Delay,NA,Motor Circuit,,,,,4A,Glass,5 X 20mm,,,,250V,,,,,,,,,,,,,,,,,Medium Time Delay
A361,,Medium Time Delay,NA,Motor Circuit,,,,,5A,Glass,5 X 20mm,,,,250V,,,,,,,,,,,,,,,,,Medium Time Delay
A362,,Medium Time Delay,NA,Motor Circuit,,,,,8A,Glass,5 X 20mm,,,,250V,,,,,,,,,,,,,,,,,Medium Time Delay
A363,,Medium Time Delay,NA,Motor Circuit,,,,,10A,Glass,5 X 20mm,,,,250V,,,,,,,,,,,,,,,,,Medium Time Delay
A364,,,NA,,MEDIUM,,20mm,5.2mm,,,,,6.144J,Low,,,,,INLINE/HOLDER,,125Cel,-55Cel,,,,,,,,,,
A365,,Medium Time Delay,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,,,,,1.6A,Glass,5 X 20mm,,,,125V,,,Holder,,2.0,,,,,5.2mm,20mm,,,,,,Medium Time Delay
A366,,,NA,,MEDIUM,,20mm,5.2mm,,,,,17.041J,Low,,,,,INLINE/HOLDER,,125Cel,-55Cel,,,,,,,,,,
A367,,Medium Time Delay,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,,,,,2.5A,Glass,5 X 20mm,,,,125V,,,Holder,,2.0,,,,,5.2mm,20mm,,,,,,Medium Time Delay
A368,,,NA,,MEDIUM,,20mm,5.2mm,,,,,36.272J,Low,,,,,INLINE/HOLDER,,125Cel,-55Cel,,,,,,,,,,
A369,,Medium Time Delay,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,,,,,3.5A,Glass,5 X 20mm,,,,125V,,,Holder,,2.0,,,,,5.2mm,20mm,,,,,,Medium Time Delay
A370,,,NA,,MEDIUM,,20mm,5.2mm,,,,,151.905J,Low,,,,,INLINE/HOLDER,,125Cel,-55Cel,,,,,,,,,,
A371,,Medium Time Delay,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,,,,,6.3A,Glass,5 X 20mm,,,,125V,,,Holder,,2.0,,,,,5.2mm,20mm,,,,,,Medium Time Delay
A372,,,NA,,MEDIUM,,20mm,5.2mm,,,,,3.389J,Low,,,,,INLINE/HOLDER,,125Cel,-55Cel,,,,,,,,,,
A373,,Medium Time Delay,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,,,,,1.25A,Glass,5 X 20mm,,,,125V,,,Holder,,2.0,,,,,5.2mm,20mm,,,,,,Medium Time Delay
A374,,,NA,,MEDIUM,,20mm,5.2mm,,,,,29.797J,Low,,,,,INLINE/HOLDER,,125Cel,-55Cel,,,,,,,,,,
A375,,Medium Time Delay,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,,,,,3.15A,Glass,5 X 20mm,,,,125V,,,Holder,,2.0,,,,,5.2mm,20mm,,,,,,Medium Time Delay
A376,"Indicator Red Medium Time Delay Movement 3.15A 125V Holder Axial Melf 5 X 20mm Glass CE/CSA/KC/PSE/UL Electric Indicator, Medium Blow, 3.15A, 125VAC, 10000A (IR), Inline/holder",Medium Time Delay,RATED BREAKING CAPACITY AT 125 VAC: 10000 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,MEDIUM,,20mm,5.2mm,3.15A,Glass,5 X 20mm,,30.6J,High,125V,,,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,,,,,,,,,,Medium Time Delay
A377,,,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,,MEDIUM,,20mm,5.2mm,,,,,2.03J,Low,,,,,INLINE/HOLDER,,125Cel,-55Cel,,,,,,,,,,
